'Elapsed time','ECG'
'0:12.981',0.114
'0:12.981',0.114
'0:12.982',0.114
'0:12.982',0.114
'0:12.983',0.114
'0:12.983',0.114
'0:12.984',0.112
'0:12.984',0.112
'0:12.985',0.112
'0:12.985',0.112
'0:12.986',0.115
'0:12.986',0.115
'0:12.987',0.115
'0:12.987',0.115
'0:12.988',0.114
'0:12.988',0.114
'0:12.989',0.114
'0:12.989',0.114
'0:12.990',0.111
'0:12.990',0.111
'0:12.991',0.111
'0:12.991',0.111
'0:12.992',0.111
'0:12.992',0.111
'0:12.993',0.111
'0:12.993',0.111
'0:12.994',0.112
'0:12.994',0.112
'0:12.995',0.112
'0:12.995',0.112
'0:12.996',0.111
'0:12.996',0.111
'0:12.997',0.111
'0:12.997',0.111
'0:12.998',0.112
'0:12.998',0.112
'0:12.999',0.112
'0:12.999',0.112
'0:13.000',0.114
'0:13.001',0.114
'0:13.001',0.114
'0:13.002',0.114
'0:13.002',0.116
'0:13.003',0.116
'0:13.003',0.116
'0:13.004',0.116
'0:13.004',0.116
'0:13.005',0.116
'0:13.005',0.116
'0:13.006',0.116
'0:13.006',0.116
'0:13.007',0.116
'0:13.007',0.116
'0:13.008',0.116
'0:13.008',0.114
'0:13.009',0.114
'0:13.009',0.114
'0:13.010',0.114
'0:13.010',0.114
'0:13.011',0.114
'0:13.011',0.114
'0:13.012',0.114
'0:13.012',0.115
'0:13.013',0.115
'0:13.013',0.115
'0:13.014',0.115
'0:13.014',0.118
'0:13.015',0.118
'0:13.015',0.118
'0:13.016',0.118
'0:13.016',0.118
'0:13.017',0.118
'0:13.017',0.118
'0:13.018',0.118
'0:13.018',0.122
'0:13.019',0.122
'0:13.019',0.122
'0:13.020',0.122
'0:13.020',0.122
'0:13.021',0.122
'0:13.021',0.122
'0:13.022',0.122
'0:13.022',0.121
'0:13.023',0.121
'0:13.023',0.121
'0:13.024',0.121
'0:13.024',0.117
'0:13.025',0.117
'0:13.025',0.117
'0:13.026',0.117
'0:13.026',0.116
'0:13.027',0.116
'0:13.027',0.116
'0:13.028',0.116
'0:13.028',0.120
'0:13.029',0.120
'0:13.029',0.120
'0:13.030',0.120
'0:13.030',0.115
'0:13.031',0.115
'0:13.031',0.115
'0:13.032',0.115
'0:13.032',0.112
'0:13.033',0.112
'0:13.033',0.112
'0:13.034',0.112
'0:13.034',0.107
'0:13.035',0.107
'0:13.035',0.107
'0:13.036',0.107
'0:13.036',0.104
'0:13.037',0.104
'0:13.037',0.104
'0:13.038',0.104
'0:13.038',0.096
'0:13.039',0.096
'0:13.039',0.096
'0:13.040',0.096
'0:13.040',0.098
'0:13.041',0.098
'0:13.041',0.098
'0:13.042',0.098
'0:13.042',0.093
'0:13.043',0.093
'0:13.043',0.093
'0:13.044',0.093
'0:13.044',0.092
'0:13.045',0.092
'0:13.045',0.092
'0:13.046',0.092
'0:13.046',0.085
'0:13.047',0.085
'0:13.047',0.085
'0:13.048',0.085
'0:13.048',0.079
'0:13.049',0.079
'0:13.049',0.079
'0:13.050',0.079
'0:13.050',0.085
'0:13.051',0.085
'0:13.051',0.085
'0:13.052',0.085
'0:13.052',0.087
'0:13.053',0.087
'0:13.053',0.087
'0:13.054',0.087
'0:13.054',0.087
'0:13.055',0.087
'0:13.055',0.087
'0:13.056',0.087
'0:13.056',0.085
'0:13.057',0.085
'0:13.057',0.085
'0:13.058',0.085
'0:13.058',0.083
'0:13.059',0.083
'0:13.059',0.083
'0:13.060',0.083
'0:13.060',0.085
'0:13.061',0.085
'0:13.061',0.085
'0:13.062',0.085
'0:13.063',0.085
'0:13.063',0.085
'0:13.064',0.085
'0:13.064',0.085
'0:13.065',0.084
'0:13.065',0.084
'0:13.066',0.084
'0:13.066',0.084
'0:13.067',0.082
'0:13.067',0.082
'0:13.068',0.082
'0:13.068',0.082
'0:13.069',0.093
'0:13.069',0.093
'0:13.070',0.093
'0:13.070',0.093
'0:13.071',0.088
'0:13.071',0.088
'0:13.072',0.088
'0:13.072',0.088
'0:13.073',0.093
'0:13.073',0.093
'0:13.074',0.093
'0:13.074',0.093
'0:13.075',0.093
'0:13.075',0.093
'0:13.076',0.093
'0:13.076',0.093
'0:13.077',0.094
'0:13.077',0.094
'0:13.078',0.094
'0:13.078',0.094
'0:13.079',0.096
'0:13.079',0.096
'0:13.080',0.096
'0:13.080',0.096
'0:13.081',0.095
'0:13.081',0.095
'0:13.082',0.095
'0:13.082',0.095
'0:13.083',0.094
'0:13.083',0.094
'0:13.084',0.094
'0:13.084',0.094
'0:13.085',0.092
'0:13.085',0.092
'0:13.086',0.092
'0:13.086',0.092
'0:13.087',0.093
'0:13.087',0.093
'0:13.088',0.093
'0:13.088',0.093
'0:13.089',0.090
'0:13.089',0.090
'0:13.090',0.090
'0:13.090',0.090
'0:13.091',0.089
'0:13.091',0.089
'0:13.092',0.089
'0:13.092',0.089
'0:13.093',0.092
'0:13.093',0.092
'0:13.094',0.092
'0:13.094',0.092
'0:13.095',0.094
'0:13.095',0.094
'0:13.096',0.094
'0:13.096',0.094
'0:13.097',0.089
'0:13.097',0.089
'0:13.098',0.089
'0:13.098',0.089
'0:13.099',0.088
'0:13.099',0.088
'0:13.100',0.088
'0:13.100',0.088
'0:13.101',0.081
'0:13.101',0.081
'0:13.102',0.081
'0:13.102',0.081
'0:13.103',0.085
'0:13.103',0.085
'0:13.104',0.085
'0:13.104',0.085
'0:13.105',0.092
'0:13.105',0.092
'0:13.106',0.092
'0:13.106',0.092
'0:13.107',0.085
'0:13.107',0.085
'0:13.108',0.085
'0:13.108',0.085
'0:13.109',0.084
'0:13.109',0.084
'0:13.110',0.084
'0:13.110',0.084
'0:13.111',0.087
'0:13.111',0.087
'0:13.112',0.087
'0:13.112',0.087
'0:13.113',0.081
'0:13.113',0.081
'0:13.114',0.081
'0:13.114',0.081
'0:13.115',0.090
'0:13.115',0.090
'0:13.116',0.090
'0:13.116',0.090
'0:13.117',0.085
'0:13.117',0.085
'0:13.118',0.085
'0:13.118',0.085
'0:13.119',0.084
'0:13.119',0.084
'0:13.120',0.084
'0:13.120',0.084
'0:13.121',0.081
'0:13.121',0.081
'0:13.122',0.081
'0:13.122',0.081
'0:13.123',0.082
'0:13.123',0.082
'0:13.124',0.082
'0:13.124',0.082
'0:13.125',0.085
'0:13.126',0.085
'0:13.126',0.085
'0:13.127',0.085
'0:13.127',0.088
'0:13.128',0.088
'0:13.128',0.088
'0:13.129',0.088
'0:13.129',0.087
'0:13.130',0.087
'0:13.130',0.087
'0:13.131',0.087
'0:13.131',0.087
'0:13.132',0.087
'0:13.132',0.087
'0:13.133',0.087
'0:13.133',0.084
'0:13.134',0.084
'0:13.134',0.084
'0:13.135',0.084
'0:13.135',0.099
'0:13.136',0.099
'0:13.136',0.099
'0:13.137',0.099
'0:13.137',0.104
'0:13.138',0.104
'0:13.138',0.104
'0:13.139',0.104
'0:13.139',0.129
'0:13.140',0.129
'0:13.140',0.129
'0:13.141',0.129
'0:13.141',0.145
'0:13.142',0.145
'0:13.142',0.145
'0:13.143',0.145
'0:13.143',0.172
'0:13.144',0.172
'0:13.144',0.172
'0:13.145',0.172
'0:13.145',0.203
'0:13.146',0.203
'0:13.146',0.203
'0:13.147',0.203
'0:13.147',0.212
'0:13.148',0.212
'0:13.148',0.212
'0:13.149',0.212
'0:13.149',0.220
'0:13.150',0.220
'0:13.150',0.220
'0:13.151',0.220
'0:13.151',0.222
'0:13.152',0.222
'0:13.152',0.222
'0:13.153',0.222
'0:13.153',0.214
'0:13.154',0.214
'0:13.154',0.214
'0:13.155',0.214
'0:13.155',0.181
'0:13.156',0.181
'0:13.156',0.181
'0:13.157',0.181
'0:13.157',0.052
'0:13.158',0.052
'0:13.158',0.052
'0:13.159',0.052
'0:13.159',-0.142
'0:13.160',-0.142
'0:13.160',-0.142
'0:13.161',-0.142
'0:13.161',-0.342
'0:13.162',-0.342
'0:13.162',-0.342
'0:13.163',-0.342
'0:13.163',-0.587
'0:13.164',-0.587
'0:13.164',-0.587
'0:13.165',-0.587
'0:13.165',-0.844
'0:13.166',-0.844
'0:13.166',-0.844
'0:13.167',-0.844
'0:13.167',-1.078
'0:13.168',-1.078
'0:13.168',-1.078
'0:13.169',-1.078
'0:13.169',-1.257
'0:13.170',-1.257
'0:13.170',-1.257
'0:13.171',-1.257
'0:13.171',-1.361
'0:13.172',-1.361
'0:13.172',-1.361
'0:13.173',-1.361
'0:13.173',-1.350
'0:13.174',-1.350
'0:13.174',-1.350
'0:13.175',-1.350
'0:13.175',-1.245
'0:13.176',-1.245
'0:13.176',-1.245
'0:13.177',-1.245
'0:13.177',-1.106
'0:13.178',-1.106
'0:13.178',-1.106
'0:13.179',-1.106
'0:13.179',-0.955
'0:13.180',-0.955
'0:13.180',-0.955
'0:13.181',-0.955
'0:13.181',-0.789
'0:13.182',-0.789
'0:13.182',-0.789
'0:13.183',-0.789
'0:13.183',-0.566
'0:13.184',-0.566
'0:13.184',-0.566
'0:13.185',-0.566
'0:13.185',-0.319
'0:13.186',-0.319
'0:13.186',-0.319
'0:13.187',-0.319
'0:13.188',-0.155
'0:13.188',-0.155
'0:13.189',-0.155
'0:13.189',-0.155
'0:13.190',-0.057
'0:13.190',-0.057
'0:13.191',-0.057
'0:13.191',-0.057
'0:13.192',-0.004
'0:13.192',-0.004
'0:13.193',-0.004
'0:13.193',-0.004
'0:13.194',0.015
'0:13.194',0.015
'0:13.195',0.015
'0:13.195',0.015
'0:13.196',0.016
'0:13.196',0.016
'0:13.197',0.016
'0:13.197',0.016
'0:13.198',0.023
'0:13.198',0.023
'0:13.199',0.023
'0:13.199',0.023
'0:13.200',0.038
'0:13.200',0.038
'0:13.201',0.038
'0:13.201',0.038
'0:13.202',0.056
'0:13.202',0.056
'0:13.203',0.056
'0:13.203',0.056
'0:13.204',0.063
'0:13.204',0.063
'0:13.205',0.063
'0:13.205',0.063
'0:13.206',0.076
'0:13.206',0.076
'0:13.207',0.076
'0:13.207',0.076
'0:13.208',0.079
'0:13.208',0.079
'0:13.209',0.079
'0:13.209',0.079
'0:13.210',0.087
'0:13.210',0.087
'0:13.211',0.087
'0:13.211',0.087
'0:13.212',0.093
'0:13.212',0.093
'0:13.213',0.093
'0:13.213',0.093
'0:13.214',0.096
'0:13.214',0.096
'0:13.215',0.096
'0:13.215',0.096
'0:13.216',0.100
'0:13.216',0.100
'0:13.217',0.100
'0:13.217',0.100
'0:13.218',0.098
'0:13.218',0.098
'0:13.219',0.098
'0:13.219',0.098
'0:13.220',0.100
'0:13.220',0.100
'0:13.221',0.100
'0:13.221',0.100
'0:13.222',0.100
'0:13.222',0.100
'0:13.223',0.100
'0:13.223',0.100
'0:13.224',0.104
'0:13.224',0.104
'0:13.225',0.104
'0:13.225',0.104
'0:13.226',0.109
'0:13.226',0.109
'0:13.227',0.109
'0:13.227',0.109
'0:13.228',0.107
'0:13.228',0.107
'0:13.229',0.107
'0:13.229',0.107
'0:13.230',0.105
'0:13.230',0.105
'0:13.231',0.105
'0:13.231',0.105
'0:13.232',0.110
'0:13.232',0.110
'0:13.233',0.110
'0:13.233',0.110
'0:13.234',0.104
'0:13.234',0.104
'0:13.235',0.104
'0:13.235',0.104
'0:13.236',0.103
'0:13.236',0.103
'0:13.237',0.103
'0:13.237',0.103
'0:13.238',0.112
'0:13.238',0.112
'0:13.239',0.112
'0:13.239',0.112
'0:13.240',0.110
'0:13.240',0.110
'0:13.241',0.110
'0:13.241',0.110
'0:13.242',0.100
'0:13.242',0.100
'0:13.243',0.100
'0:13.243',0.100
'0:13.244',0.093
'0:13.244',0.093
'0:13.245',0.093
'0:13.245',0.093
'0:13.246',0.106
'0:13.246',0.106
'0:13.247',0.106
'0:13.247',0.106
'0:13.248',0.103
'0:13.248',0.103
'0:13.249',0.103
'0:13.249',0.103
'0:13.250',0.101
'0:13.251',0.101
'0:13.251',0.101
'0:13.252',0.101
'0:13.252',0.090
'0:13.253',0.090
'0:13.253',0.090
'0:13.254',0.090
'0:13.254',0.084
'0:13.255',0.084
'0:13.255',0.084
'0:13.256',0.084
'0:13.256',0.106
'0:13.257',0.106
'0:13.257',0.106
'0:13.258',0.106
'0:13.258',0.095
'0:13.259',0.095
'0:13.259',0.095
'0:13.260',0.095
'0:13.260',0.090
'0:13.261',0.090
'0:13.261',0.090
'0:13.262',0.090
'0:13.262',0.105
'0:13.263',0.105
'0:13.263',0.105
'0:13.264',0.105
'0:13.264',0.100
'0:13.265',0.100
'0:13.265',0.100
'0:13.266',0.100
'0:13.266',0.090
'0:13.267',0.090
'0:13.267',0.090
'0:13.268',0.090
'0:13.268',0.104
'0:13.269',0.104
'0:13.269',0.104
'0:13.270',0.104
'0:13.270',0.099
'0:13.271',0.099
'0:13.271',0.099
'0:13.272',0.099
'0:13.272',0.089
'0:13.273',0.089
'0:13.273',0.089
'0:13.274',0.089
'0:13.274',0.098
'0:13.275',0.098
'0:13.275',0.098
'0:13.276',0.098
'0:13.276',0.099
'0:13.277',0.099
'0:13.277',0.099
'0:13.278',0.099
'0:13.278',0.095
'0:13.279',0.095
'0:13.279',0.095
'0:13.280',0.095
'0:13.280',0.120
'0:13.281',0.120
'0:13.281',0.120
'0:13.282',0.120
'0:13.282',0.105
'0:13.283',0.105
'0:13.283',0.105
'0:13.284',0.105
'0:13.284',0.093
'0:13.285',0.093
'0:13.285',0.093
'0:13.286',0.093
'0:13.286',0.099
'0:13.287',0.099
'0:13.287',0.099
'0:13.288',0.099
'0:13.288',0.112
'0:13.289',0.112
'0:13.289',0.112
'0:13.290',0.112
'0:13.290',0.112
'0:13.291',0.112
'0:13.291',0.112
'0:13.292',0.112
'0:13.292',0.098
'0:13.293',0.098
'0:13.293',0.098
'0:13.294',0.098
'0:13.294',0.110
'0:13.295',0.110
'0:13.295',0.110
'0:13.296',0.110
'0:13.296',0.104
'0:13.297',0.104
'0:13.297',0.104
'0:13.298',0.104
'0:13.298',0.111
'0:13.299',0.111
'0:13.299',0.111
'0:13.300',0.111
'0:13.300',0.104
'0:13.301',0.104
'0:13.301',0.104
'0:13.302',0.104
'0:13.302',0.103
'0:13.303',0.103
'0:13.303',0.103
'0:13.304',0.103
'0:13.304',0.105
'0:13.305',0.105
'0:13.305',0.105
'0:13.306',0.105
'0:13.306',0.106
'0:13.307',0.106
'0:13.307',0.106
'0:13.308',0.106
'0:13.308',0.109
'0:13.309',0.109
'0:13.309',0.109
'0:13.310',0.109
'0:13.310',0.111
'0:13.311',0.111
'0:13.311',0.111
'0:13.312',0.111
'0:13.313',0.103
'0:13.313',0.103
'0:13.314',0.103
'0:13.314',0.103
'0:13.315',0.109
'0:13.315',0.109
'0:13.316',0.109
'0:13.316',0.109
'0:13.317',0.110
'0:13.317',0.110
'0:13.318',0.110
'0:13.318',0.110
'0:13.319',0.115
'0:13.319',0.115
'0:13.320',0.115
'0:13.320',0.115
'0:13.321',0.105
'0:13.321',0.105
'0:13.322',0.105
'0:13.322',0.105
'0:13.323',0.109
'0:13.323',0.109
'0:13.324',0.109
'0:13.324',0.109
'0:13.325',0.105
'0:13.325',0.105
'0:13.326',0.105
'0:13.326',0.105
'0:13.327',0.116
'0:13.327',0.116
'0:13.328',0.116
'0:13.328',0.116
'0:13.329',0.112
'0:13.329',0.112
'0:13.330',0.112
'0:13.330',0.112
'0:13.331',0.110
'0:13.331',0.110
'0:13.332',0.110
'0:13.332',0.110
'0:13.333',0.095
'0:13.333',0.095
'0:13.334',0.095
'0:13.334',0.095
'0:13.335',0.107
'0:13.335',0.107
'0:13.336',0.107
'0:13.336',0.107
'0:13.337',0.104
'0:13.337',0.104
'0:13.338',0.104
'0:13.338',0.104
'0:13.339',0.109
'0:13.339',0.109
'0:13.340',0.109
'0:13.340',0.109
'0:13.341',0.107
'0:13.341',0.107
'0:13.342',0.107
'0:13.342',0.107
'0:13.343',0.099
'0:13.343',0.099
'0:13.344',0.099
'0:13.344',0.099
'0:13.345',0.107
'0:13.345',0.107
'0:13.346',0.107
'0:13.346',0.107
'0:13.347',0.105
'0:13.347',0.105
'0:13.348',0.105
'0:13.348',0.105
'0:13.349',0.099
'0:13.349',0.099
'0:13.350',0.099
'0:13.350',0.099
'0:13.351',0.098
'0:13.351',0.098
'0:13.352',0.098
'0:13.352',0.098
'0:13.353',0.099
'0:13.353',0.099
'0:13.354',0.099
'0:13.354',0.099
'0:13.355',0.094
'0:13.355',0.094
'0:13.356',0.094
'0:13.356',0.094
'0:13.357',0.090
'0:13.357',0.090
'0:13.358',0.090
'0:13.358',0.090
'0:13.359',0.093
'0:13.359',0.093
'0:13.360',0.093
'0:13.360',0.093
'0:13.361',0.094
'0:13.361',0.094
'0:13.362',0.094
'0:13.362',0.094
'0:13.363',0.087
'0:13.363',0.087
'0:13.364',0.087
'0:13.364',0.087
'0:13.365',0.082
'0:13.365',0.082
'0:13.366',0.082
'0:13.366',0.082
'0:13.367',0.082
'0:13.367',0.082
'0:13.368',0.082
'0:13.368',0.082
'0:13.369',0.083
'0:13.369',0.083
'0:13.370',0.083
'0:13.370',0.083
'0:13.371',0.081
'0:13.371',0.081
'0:13.372',0.081
'0:13.372',0.081
'0:13.373',0.073
'0:13.373',0.073
'0:13.374',0.073
'0:13.374',0.073
'0:13.375',0.065
'0:13.376',0.065
'0:13.376',0.065
'0:13.377',0.065
'0:13.377',0.068
'0:13.378',0.068
'0:13.378',0.068
'0:13.379',0.068
'0:13.379',0.061
'0:13.380',0.061
'0:13.380',0.061
'0:13.381',0.061
'0:13.381',0.055
'0:13.382',0.055
'0:13.382',0.055
'0:13.383',0.055
'0:13.383',0.049
'0:13.384',0.049
'0:13.384',0.049
'0:13.385',0.049
'0:13.385',0.044
'0:13.386',0.044
'0:13.386',0.044
'0:13.387',0.044
'0:13.387',0.034
'0:13.388',0.034
'0:13.388',0.034
'0:13.389',0.034
'0:13.389',0.033
'0:13.390',0.033
'0:13.390',0.033
'0:13.391',0.033
'0:13.391',0.024
'0:13.392',0.024
'0:13.392',0.024
'0:13.393',0.024
'0:13.393',0.016
'0:13.394',0.016
'0:13.394',0.016
'0:13.395',0.016
'0:13.395',0.009
'0:13.396',0.009
'0:13.396',0.009
'0:13.397',0.009
'0:13.397',0.000
'0:13.398',0.000
'0:13.398',0.000
'0:13.399',0.000
'0:13.399',-0.010
'0:13.400',-0.010
'0:13.400',-0.010
'0:13.401',-0.010
'0:13.401',-0.012
'0:13.402',-0.012
'0:13.402',-0.012
'0:13.403',-0.012
'0:13.403',-0.016
'0:13.404',-0.016
'0:13.404',-0.016
'0:13.405',-0.016
'0:13.405',-0.020
'0:13.406',-0.020
'0:13.406',-0.020
'0:13.407',-0.020
'0:13.407',-0.022
'0:13.408',-0.022
'0:13.408',-0.022
'0:13.409',-0.022
'0:13.409',-0.021
'0:13.410',-0.021
'0:13.410',-0.021
'0:13.411',-0.021
'0:13.411',-0.018
'0:13.412',-0.018
'0:13.412',-0.018
'0:13.413',-0.018
'0:13.413',-0.022
'0:13.414',-0.022
'0:13.414',-0.022
'0:13.415',-0.022
'0:13.415',-0.016
'0:13.416',-0.016
'0:13.416',-0.016
'0:13.417',-0.016
'0:13.417',-0.016
'0:13.418',-0.016
'0:13.418',-0.016
'0:13.419',-0.016
'0:13.419',0.017
'0:13.420',0.017
'0:13.420',0.017
'0:13.421',0.017
'0:13.421',0.012
'0:13.422',0.012
'0:13.422',0.012
'0:13.423',0.012
'0:13.423',0.016
'0:13.424',0.016
'0:13.424',0.016
'0:13.425',0.016
'0:13.425',0.010
'0:13.426',0.010
'0:13.426',0.010
'0:13.427',0.010
'0:13.427',0.012
'0:13.428',0.012
'0:13.428',0.012
'0:13.429',0.012
'0:13.429',0.016
'0:13.430',0.016
'0:13.430',0.016
'0:13.431',0.016
'0:13.431',0.015
'0:13.432',0.015
'0:13.432',0.015
'0:13.433',0.015
'0:13.433',0.017
'0:13.434',0.017
'0:13.434',0.017
'0:13.435',0.017
'0:13.435',0.012
'0:13.436',0.012
'0:13.436',0.012
'0:13.437',0.012
'0:13.438',0.013
'0:13.438',0.013
'0:13.439',0.013
'0:13.439',0.013
'0:13.440',0.015
'0:13.440',0.015
'0:13.441',0.015
'0:13.441',0.015
'0:13.442',0.011
'0:13.442',0.011
'0:13.443',0.011
'0:13.443',0.011
'0:13.444',0.013
'0:13.444',0.013
'0:13.445',0.013
'0:13.445',0.013
'0:13.446',0.013
'0:13.446',0.013
'0:13.447',0.013
'0:13.447',0.013
'0:13.448',0.013
'0:13.448',0.013
'0:13.449',0.013
'0:13.449',0.013
'0:13.450',0.013
'0:13.450',0.013
'0:13.451',0.013
'0:13.451',0.013
'0:13.452',0.012
'0:13.452',0.012
'0:13.453',0.012
'0:13.453',0.012
'0:13.454',0.013
'0:13.454',0.013
'0:13.455',0.013
'0:13.455',0.013
'0:13.456',0.013
'0:13.456',0.013
'0:13.457',0.013
'0:13.457',0.013
'0:13.458',0.017
'0:13.458',0.017
'0:13.459',0.017
'0:13.459',0.017
'0:13.460',0.011
'0:13.460',0.011
'0:13.461',0.011
'0:13.461',0.011
'0:13.462',0.013
'0:13.462',0.013
'0:13.463',0.013
'0:13.463',0.013
'0:13.464',0.013
'0:13.464',0.013
'0:13.465',0.013
'0:13.465',0.013
'0:13.466',0.015
'0:13.466',0.015
'0:13.467',0.015
'0:13.467',0.015
'0:13.468',0.010
'0:13.468',0.010
'0:13.469',0.010
'0:13.469',0.010
'0:13.470',0.011
'0:13.470',0.011
'0:13.471',0.011
'0:13.471',0.011
'0:13.472',0.012
'0:13.472',0.012
'0:13.473',0.012
'0:13.473',0.012
'0:13.474',0.017
'0:13.474',0.017
'0:13.475',0.017
'0:13.475',0.017
'0:13.476',0.013
'0:13.476',0.013
'0:13.477',0.013
'0:13.477',0.013
'0:13.478',0.010
'0:13.478',0.010
'0:13.479',0.010
'0:13.479',0.010
'0:13.480',0.015
'0:13.480',0.015
'0:13.481',0.015
'0:13.481',0.015
'0:13.482',0.010
'0:13.482',0.010
'0:13.483',0.010
'0:13.483',0.010
'0:13.484',0.011
'0:13.484',0.011
'0:13.485',0.011
'0:13.485',0.011
'0:13.486',0.012
'0:13.486',0.012
'0:13.487',0.012
'0:13.487',0.012
'0:13.488',0.012
'0:13.488',0.012
'0:13.489',0.012
'0:13.489',0.012
'0:13.490',0.007
'0:13.490',0.007
'0:13.491',0.007
'0:13.491',0.007
'0:13.492',0.015
'0:13.492',0.015
'0:13.493',0.015
'0:13.493',0.015
'0:13.494',0.007
'0:13.494',0.007
'0:13.495',0.007
'0:13.495',0.007
'0:13.496',0.010
'0:13.496',0.010
'0:13.497',0.010
'0:13.497',0.010
'0:13.498',0.009
'0:13.498',0.009
'0:13.499',0.009
'0:13.499',0.009
'0:13.500',0.009
'0:13.501',0.009
'0:13.501',0.009
'0:13.502',0.009
'0:13.502',0.004
'0:13.503',0.004
'0:13.503',0.004
'0:13.504',0.004
'0:13.504',0.011
'0:13.505',0.011
'0:13.505',0.011
'0:13.506',0.011
'0:13.506',0.005
'0:13.507',0.005
'0:13.507',0.005
'0:13.508',0.005
'0:13.508',0.006
'0:13.509',0.006
'0:13.509',0.006
'0:13.510',0.006
'0:13.510',0.000
'0:13.511',0.000
'0:13.511',0.000
'0:13.512',0.000
'0:13.512',0.005
'0:13.513',0.005
'0:13.513',0.005
'0:13.514',0.005
'0:13.514',0.002
'0:13.515',0.002
'0:13.515',0.002
'0:13.516',0.002
'0:13.516',0.007
'0:13.517',0.007
'0:13.517',0.007
'0:13.518',0.007
'0:13.518',0.005
'0:13.519',0.005
'0:13.519',0.005
'0:13.520',0.005
'0:13.520',0.004
'0:13.521',0.004
'0:13.521',0.004
'0:13.522',0.004
'0:13.522',0.002
'0:13.523',0.002
'0:13.523',0.002
'0:13.524',0.002
'0:13.524',0.006
'0:13.525',0.006
'0:13.525',0.006
'0:13.526',0.006
'0:13.526',0.002
'0:13.527',0.002
'0:13.527',0.002
'0:13.528',0.002
'0:13.528',-0.001
'0:13.529',-0.001
'0:13.529',-0.001
'0:13.530',-0.001
'0:13.530',0.004
'0:13.531',0.004
'0:13.531',0.004
'0:13.532',0.004
'0:13.532',0.001
'0:13.533',0.001
'0:13.533',0.001
'0:13.534',0.001
'0:13.534',0.010
'0:13.535',0.010
'0:13.535',0.010
'0:13.536',0.010
'0:13.536',0.005
'0:13.537',0.005
'0:13.537',0.005
'0:13.538',0.005
'0:13.538',0.006
'0:13.539',0.006
'0:13.539',0.006
'0:13.540',0.006
'0:13.540',0.001
'0:13.541',0.001
'0:13.541',0.001
'0:13.542',0.001
'0:13.542',0.007
'0:13.543',0.007
'0:13.543',0.007
'0:13.544',0.007
'0:13.544',0.000
'0:13.545',0.000
'0:13.545',0.000
'0:13.546',0.000
'0:13.546',-0.001
'0:13.547',-0.001
'0:13.547',-0.001
'0:13.548',-0.001
'0:13.548',0.004
'0:13.549',0.004
'0:13.549',0.004
'0:13.550',0.004
'0:13.550',0.000
'0:13.551',0.000
'0:13.551',0.000
'0:13.552',0.000
'0:13.552',0.006
'0:13.553',0.006
'0:13.553',0.006
'0:13.554',0.006
'0:13.554',0.001
'0:13.555',0.001
'0:13.555',0.001
'0:13.556',0.001
'0:13.556',0.000
'0:13.557',0.000
'0:13.557',0.000
'0:13.558',0.000
'0:13.558',0.002
'0:13.559',0.002
'0:13.559',0.002
'0:13.560',0.002
'0:13.560',-0.007
'0:13.561',-0.007
'0:13.561',-0.007
'0:13.562',-0.007
'0:13.563',0.001
'0:13.563',0.001
'0:13.564',0.001
'0:13.564',0.001
'0:13.565',-0.001
'0:13.565',-0.001
'0:13.566',-0.001
'0:13.566',-0.001
'0:13.567',-0.002
'0:13.567',-0.002
'0:13.568',-0.002
'0:13.568',-0.002
'0:13.569',0.001
'0:13.569',0.001
'0:13.570',0.001
'0:13.570',0.001
'0:13.571',0.002
'0:13.571',0.002
'0:13.572',0.002
'0:13.572',0.002
'0:13.573',0.005
'0:13.573',0.005
'0:13.574',0.005
'0:13.574',0.005
'0:13.575',0.012
'0:13.575',0.012
'0:13.576',0.012
'0:13.576',0.012
'0:13.577',-0.009
'0:13.577',-0.009
'0:13.578',-0.009
'0:13.578',-0.009
'0:13.579',-0.007
'0:13.579',-0.007
'0:13.580',-0.007
'0:13.580',-0.007
'0:13.581',-0.005
'0:13.581',-0.005
'0:13.582',-0.005
'0:13.582',-0.005
'0:13.583',0.000
'0:13.583',0.000
'0:13.584',0.000
'0:13.584',0.000
'0:13.585',0.005
'0:13.585',0.005
'0:13.586',0.005
'0:13.586',0.005
'0:13.587',0.009
'0:13.587',0.009
'0:13.588',0.009
'0:13.588',0.009
'0:13.589',-0.001
'0:13.589',-0.001
'0:13.590',-0.001
'0:13.590',-0.001
'0:13.591',-0.006
'0:13.591',-0.006
'0:13.592',-0.006
'0:13.592',-0.006
'0:13.593',0.002
'0:13.593',0.002
'0:13.594',0.002
'0:13.594',0.002
'0:13.595',0.001
'0:13.595',0.001
'0:13.596',0.001
'0:13.596',0.001
'0:13.597',0.001
'0:13.597',0.001
'0:13.598',0.001
'0:13.598',0.001
'0:13.599',-0.002
'0:13.599',-0.002
'0:13.600',-0.002
'0:13.600',-0.002
'0:13.601',0.001
'0:13.601',0.001
'0:13.602',0.001
'0:13.602',0.001
'0:13.603',0.002
'0:13.603',0.002
'0:13.604',0.002
'0:13.604',0.002
'0:13.605',0.002
'0:13.605',0.002
'0:13.606',0.002
'0:13.606',0.002
'0:13.607',0.006
'0:13.607',0.006
'0:13.608',0.006
'0:13.608',0.006
'0:13.609',0.000
'0:13.609',0.000
'0:13.610',0.000
'0:13.610',0.000
'0:13.611',-0.002
'0:13.611',-0.002
'0:13.612',-0.002
'0:13.612',-0.002
'0:13.613',0.001
'0:13.613',0.001
'0:13.614',0.001
