'Elapsed time','ECG'
'0:06.070',0.034
'0:06.075',-0.077
'0:06.080',0.050
'0:06.085',0.076
'0:06.090',-0.074
'0:06.095',-0.012
'0:06.100',0.100
'0:06.105',-0.030
'0:06.110',-0.066
'0:06.115',0.080
'0:06.120',0.023
'0:06.125',-0.090
'0:06.130',0.035
'0:06.135',0.068
'0:06.140',-0.080
'0:06.145',-0.023
'0:06.150',0.089
'0:06.155',-0.038
'0:06.160',-0.074
'0:06.165',0.074
'0:06.170',0.018
'0:06.175',-0.094
'0:06.180',0.032
'0:06.185',0.066
'0:06.190',-0.079
'0:06.195',-0.021
'0:06.200',0.090
'0:06.205',-0.039
'0:06.210',-0.078
'0:06.215',0.071
'0:06.220',0.018
'0:06.225',-0.095
'0:06.230',0.030
'0:06.235',0.067
'0:06.240',-0.079
'0:06.245',-0.024
'0:06.250',0.090
'0:06.255',-0.033
'0:06.260',-0.074
'0:06.265',0.069
'0:06.270',0.015
'0:06.275',-0.096
'0:06.280',0.030
'0:06.285',0.067
'0:06.290',-0.081
'0:06.295',-0.024
'0:06.300',0.091
'0:06.305',-0.034
'0:06.310',-0.073
'0:06.315',0.074
'0:06.320',0.021
'0:06.325',-0.094
'0:06.330',0.031
'0:06.335',0.072
'0:06.340',-0.072
'0:06.345',-0.022
'0:06.350',0.086
'0:06.355',-0.039
'0:06.360',-0.073
'0:06.365',0.075
'0:06.370',0.020
'0:06.375',-0.095
'0:06.380',0.029
'0:06.385',0.070
'0:06.390',-0.076
'0:06.395',-0.025
'0:06.400',0.089
'0:06.405',-0.034
'0:06.410',-0.074
'0:06.415',0.073
'0:06.420',0.025
'0:06.425',-0.093
'0:06.430',0.025
'0:06.435',0.066
'0:06.440',-0.079
'0:06.445',-0.029
'0:06.450',0.088
'0:06.455',-0.032
'0:06.460',-0.073
'0:06.465',0.075
'0:06.470',0.028
'0:06.475',-0.090
'0:06.480',0.022
'0:06.485',0.059
'0:06.490',-0.082
'0:06.495',-0.030
'0:06.500',0.088
'0:06.505',-0.029
'0:06.510',-0.073
'0:06.515',0.074
'0:06.520',0.031
'0:06.525',-0.086
'0:06.530',0.029
'0:06.535',0.071
'0:06.540',-0.074
'0:06.545',-0.028
'0:06.550',0.086
'0:06.555',-0.035
'0:06.560',-0.075
'0:06.565',0.076
'0:06.570',0.032
'0:06.575',-0.089
'0:06.580',0.025
'0:06.585',0.071
'0:06.590',-0.073
'0:06.595',-0.029
'0:06.600',0.088
'0:06.605',-0.034
'0:06.610',-0.084
'0:06.615',0.063
'0:06.620',0.022
'0:06.625',-0.096
'0:06.630',0.022
'0:06.635',0.067
'0:06.640',-0.079
'0:06.645',-0.031
'0:06.650',0.089
'0:06.655',-0.031
'0:06.660',-0.077
'0:06.665',0.069
'0:06.670',0.026
'0:06.675',-0.090
'0:06.680',0.028
'0:06.685',0.075
'0:06.690',-0.072
'0:06.695',-0.031
'0:06.700',0.079
'0:06.705',-0.053
'0:06.710',-0.092
'0:06.715',0.092
'0:06.720',0.107
'0:06.725',0.048
'0:06.730',0.213
'0:06.735',0.312
'0:06.740',0.158
'0:06.745',0.078
'0:06.750',0.086
'0:06.755',-0.083
'0:06.760',-0.161
'0:06.765',-0.006
'0:06.770',-0.038
'0:06.775',-0.165
'0:06.780',-0.048
'0:06.785',0.003
'0:06.790',-0.142
'0:06.795',-0.093
'0:06.800',0.033
'0:06.805',-0.079
'0:06.810',-0.122
'0:06.815',0.031
'0:06.820',-0.008
'0:06.825',-0.132
'0:06.830',-0.017
'0:06.835',0.038
'0:06.840',-0.100
'0:06.845',-0.057
'0:06.850',0.061
'0:06.855',-0.053
'0:06.860',-0.098
'0:06.865',0.050
'0:06.870',0.014
'0:06.875',-0.103
'0:06.880',0.014
'0:06.885',0.066
'0:06.890',-0.079
'0:06.895',-0.039
'0:06.900',0.084
'0:06.905',-0.030
'0:06.910',-0.082
'0:06.915',0.067
'0:06.920',0.029
'0:06.925',-0.092
'0:06.930',0.022
'0:06.935',0.070
'0:06.940',-0.078
'0:06.945',-0.040
'0:06.950',0.078
'0:06.955',-0.037
'0:06.960',-0.085
'0:06.965',0.062
'0:06.970',0.025
'0:06.975',-0.097
'0:06.980',0.017
'0:06.985',0.073
'0:06.990',-0.072
'0:06.995',-0.035
'0:07.000',0.089
'0:07.005',-0.024
'0:07.010',-0.078
'0:07.015',0.069
'0:07.020',0.032
'0:07.025',-0.094
'0:07.030',0.020
'0:07.035',0.077
'0:07.040',-0.069
'0:07.045',-0.037
'0:07.050',0.085
'0:07.055',-0.027
'0:07.060',-0.083
'0:07.065',0.061
'0:07.070',0.027
'0:07.075',-0.093
'0:07.080',0.021
'0:07.085',0.076
'0:07.090',-0.068
'0:07.095',-0.029
'0:07.100',0.100
'0:07.105',-0.011
'0:07.110',-0.069
'0:07.115',0.078
'0:07.120',0.042
'0:07.125',-0.082
'0:07.130',0.032
'0:07.135',0.089
'0:07.140',-0.057
'0:07.145',-0.022
'0:07.150',0.105
'0:07.155',-0.007
'0:07.160',-0.068
'0:07.165',0.071
'0:07.170',0.037
'0:07.175',-0.082
'0:07.180',0.028
'0:07.185',0.077
'0:07.190',-0.071
'0:07.195',-0.035
'0:07.200',0.089
'0:07.205',-0.023
'0:07.210',-0.079
'0:07.215',0.069
'0:07.220',0.035
'0:07.225',-0.091
'0:07.230',0.022
'0:07.235',0.080
'0:07.240',-0.068
'0:07.245',-0.036
'0:07.250',0.090
'0:07.255',-0.020
'0:07.260',-0.078
'0:07.265',0.071
'0:07.270',0.040
'0:07.275',-0.092
'0:07.280',0.015
'0:07.285',0.076
'0:07.290',-0.066
'0:07.295',-0.030
'0:07.300',0.093
'0:07.305',-0.027
'0:07.310',-0.087
'0:07.315',0.065
'0:07.320',0.034
'0:07.325',-0.091
'0:07.330',0.021
'0:07.335',0.082
'0:07.340',-0.064
'0:07.345',-0.036
'0:07.350',0.091
'0:07.355',-0.018
'0:07.360',-0.076
'0:07.365',0.073
'0:07.370',0.042
'0:07.375',-0.086
'0:07.380',0.026
'0:07.385',0.086
'0:07.390',-0.065
'0:07.395',-0.033
'0:07.400',0.099
'0:07.405',-0.016
'0:07.410',-0.082
'0:07.415',0.066
'0:07.420',0.038
'0:07.425',-0.093
'0:07.430',0.016
'0:07.435',0.080
'0:07.440',-0.068
'0:07.445',-0.038
'0:07.450',0.095
'0:07.455',-0.011
'0:07.460',-0.076
'0:07.465',0.068
'0:07.470',0.039
'0:07.475',-0.088
'0:07.480',0.019
'0:07.485',0.081
'0:07.490',-0.063
'0:07.495',-0.032
'0:07.500',0.095
'0:07.505',-0.019
'0:07.510',-0.082
'0:07.515',0.069
'0:07.520',0.038
'0:07.525',-0.100
'0:07.530',0.010
'0:07.535',0.079
'0:07.540',-0.067
'0:07.545',-0.043
'0:07.550',0.086
'0:07.555',-0.022
'0:07.560',-0.087
'0:07.565',0.061
'0:07.570',0.039
'0:07.575',-0.089
'0:07.580',0.016
'0:07.585',0.079
'0:07.590',-0.067
'0:07.595',-0.041
'0:07.600',0.092
'0:07.605',-0.014
'0:07.610',-0.080
'0:07.615',0.066
'0:07.620',0.042
'0:07.625',-0.094
'0:07.630',0.005
'0:07.635',0.076
'0:07.640',-0.063
'0:07.645',-0.039
'0:07.650',0.092
'0:07.655',-0.013
'0:07.660',-0.079
'0:07.665',0.071
'0:07.670',0.050
'0:07.675',-0.085
'0:07.680',0.015
'0:07.685',0.081
'0:07.690',-0.064
'0:07.695',-0.046
'0:07.700',0.082
'0:07.705',-0.021
'0:07.710',-0.088
'0:07.715',0.056
'0:07.720',0.037
'0:07.725',-0.088
'0:07.730',0.015
'0:07.735',0.078
'0:07.740',-0.068
'0:07.745',-0.043
'0:07.750',0.091
'0:07.755',-0.015
'0:07.760',-0.084
'0:07.765',0.063
'0:07.770',0.043
'0:07.775',-0.097
'0:07.780',-0.008
'0:07.785',0.059
'0:07.790',-0.065
'0:07.795',0.007
'0:07.800',0.215
'0:07.805',0.174
'0:07.810',0.152
'0:07.815',0.331
'0:07.820',0.235
'0:07.825',-0.047
'0:07.830',-0.033
'0:07.835',-0.004
'0:07.840',-0.160
'0:07.845',-0.120
'0:07.850',0.017
'0:07.855',-0.089
'0:07.860',-0.164
'0:07.865',-0.018
'0:07.870',-0.027
'0:07.875',-0.155
'0:07.880',-0.051
'0:07.885',0.026
'0:07.890',-0.117
'0:07.895',-0.096
'0:07.900',0.044
'0:07.905',-0.055
'0:07.910',-0.126
'0:07.915',0.024
'0:07.920',0.011
'0:07.925',-0.123
'0:07.930',-0.024
'0:07.935',0.051
'0:07.940',-0.089
'0:07.945',-0.068
'0:07.950',0.065
'0:07.955',-0.037
'0:07.960',-0.105
'0:07.965',0.045
'0:07.970',0.032
'0:07.975',-0.100
'0:07.980',0.001
'0:07.985',0.072
'0:07.990',-0.074
'0:07.995',-0.056
'0:08.000',0.080
'0:08.005',-0.022
'0:08.010',-0.095
'0:08.015',0.052
'0:08.020',0.037
'0:08.025',-0.100
'0:08.030',-0.001
'0:08.035',0.073
'0:08.040',-0.073
'0:08.045',-0.060
'0:08.050',0.079
'0:08.055',-0.018
'0:08.060',-0.095
'0:08.065',0.051
'0:08.070',0.041
'0:08.075',-0.093
'0:08.080',0.002
'0:08.085',0.075
'0:08.090',-0.066
'0:08.095',-0.047
'0:08.100',0.089
'0:08.105',-0.016
'0:08.110',-0.096
'0:08.115',0.050
'0:08.120',0.038
'0:08.125',-0.100
'0:08.130',-0.004
'0:08.135',0.072
'0:08.140',-0.074
'0:08.145',-0.062
'0:08.150',0.079
'0:08.155',-0.015
'0:08.160',-0.090
'0:08.165',0.059
'0:08.170',0.049
'0:08.175',-0.089
'0:08.180',0.010
'0:08.185',0.093
'0:08.190',-0.053
'0:08.195',-0.047
'0:08.200',0.094
'0:08.205',0.004
'0:08.210',-0.072
'0:08.215',0.076
'0:08.220',0.065
'0:08.225',-0.081
'0:08.230',0.010
'0:08.235',0.093
'0:08.240',-0.049
'0:08.245',-0.043
'0:08.250',0.093
'0:08.255',0.003
'0:08.260',-0.075
'0:08.265',0.068
'0:08.270',0.058
'0:08.275',-0.080
'0:08.280',0.014
'0:08.285',0.095
'0:08.290',-0.047
'0:08.295',-0.039
'0:08.300',0.098
'0:08.305',0.007
'0:08.310',-0.077
'0:08.315',0.060
'0:08.320',0.051
'0:08.325',-0.085
'0:08.330',0.009
'0:08.335',0.091
'0:08.340',-0.049
'0:08.345',-0.043
'0:08.350',0.090
'0:08.355',-0.005
'0:08.360',-0.083
'0:08.365',0.061
'0:08.370',0.055
'0:08.375',-0.083
'0:08.380',0.009
'0:08.385',0.093
'0:08.390',-0.051
'0:08.395',-0.045
'0:08.400',0.097
'0:08.405',0.006
'0:08.410',-0.079
'0:08.415',0.065
'0:08.420',0.060
'0:08.425',-0.080
'0:08.430',0.013
'0:08.435',0.100
'0:08.440',-0.045
'0:08.445',-0.047
'0:08.450',0.093
'0:08.455',0.007
'0:08.460',-0.077
'0:08.465',0.066
'0:08.470',0.063
'0:08.475',-0.077
'0:08.480',0.020
'0:08.485',0.107
'0:08.490',-0.040
'0:08.495',-0.044
'0:08.500',0.095
'0:08.505',0.010
'0:08.510',-0.076
'0:08.515',0.067
'0:08.520',0.067
'0:08.525',-0.076
'0:08.530',0.014
'0:08.535',0.104
'0:08.540',-0.038
'0:08.545',-0.039
'0:08.550',0.100
'0:08.555',0.012
'0:08.560',-0.074
'0:08.565',0.066
'0:08.570',0.069
'0:08.575',-0.070
'0:08.580',0.014
'0:08.585',0.098
'0:08.590',-0.047
'0:08.595',-0.047
'0:08.600',0.100
'0:08.605',0.015
'0:08.610',-0.076
'0:08.615',0.059
'0:08.620',0.059
'0:08.625',-0.081
'0:08.630',0.007
'0:08.635',0.098
'0:08.640',-0.044
'0:08.645',-0.047
'0:08.650',0.094
'0:08.655',0.009
'0:08.660',-0.079
'0:08.665',0.062
'0:08.670',0.064
'0:08.675',-0.078
'0:08.680',0.009
'0:08.685',0.103
'0:08.690',-0.038
'0:08.695',-0.043
'0:08.700',0.100
'0:08.705',0.014
'0:08.710',-0.075
'0:08.715',0.065
'0:08.720',0.066
'0:08.725',-0.074
'0:08.730',0.011
'0:08.735',0.098
'0:08.740',-0.041
'0:08.745',-0.042
'0:08.750',0.102
'0:08.755',0.014
'0:08.760',-0.079
'0:08.765',0.061
'0:08.770',0.059
'0:08.775',-0.091
'0:08.780',-0.007
'0:08.785',0.086
'0:08.790',-0.054
'0:08.795',-0.054
'0:08.800',0.094
'0:08.805',0.011
'0:08.810',-0.081
'0:08.815',0.061
'0:08.820',0.066
'0:08.825',-0.081
'0:08.830',0.001
'0:08.835',0.094
'0:08.840',-0.047
'0:08.845',-0.053
'0:08.850',0.091
'0:08.855',-0.001
'0:08.860',-0.111
'0:08.865',0.034
'0:08.870',0.082
'0:08.875',0.013
'0:08.880',0.177
'0:08.885',0.326
'0:08.890',0.230
'0:08.895',0.202
'0:08.900',0.214
'0:08.905',0.006
'0:08.910',-0.161
'0:08.915',-0.065
'0:08.920',-0.043
'0:08.925',-0.165
'0:08.930',-0.086
'0:08.935',0.010
'0:08.940',-0.127
'0:08.945',-0.135
'0:08.950',0.015
'0:08.955',-0.063
'0:08.960',-0.164
'0:08.965',-0.018
'0:08.970',0.014
'0:08.975',-0.124
'0:08.980',-0.043
'0:08.985',0.056
'0:08.990',-0.082
'0:08.995',-0.091
'0:09.000',0.060
'0:09.005',-0.016
'0:09.010',-0.114
'0:09.015',0.022
'0:09.020',0.036
'0:09.025',-0.102
'0:09.030',-0.022
'0:09.035',0.072
'0:09.040',-0.064
'0:09.045',-0.067
'0:09.050',0.085
'0:09.055',0.003
'0:09.060',-0.104
'0:09.065',0.034
'0:09.070',0.053
'0:09.075',-0.092
'0:09.080',-0.013
'0:09.085',0.086
'0:09.090',-0.054
'0:09.095',-0.065
'0:09.100',0.083
'0:09.105',0.006
'0:09.110',-0.093
'0:09.115',0.046
'0:09.120',0.060
'0:09.125',-0.086
'0:09.130',-0.010
'0:09.135',0.091
'0:09.140',-0.042
'0:09.145',-0.056
'0:09.150',0.087
'0:09.155',0.015
'0:09.160',-0.080
'0:09.165',0.059
'0:09.170',0.077
'0:09.175',-0.074
'0:09.180',-0.004
'0:09.185',0.098
'0:09.190',-0.035
'0:09.195',-0.051
'0:09.200',0.089
'0:09.205',0.008
'0:09.210',-0.092
'0:09.215',0.046
'0:09.220',0.061
'0:09.225',-0.087
'0:09.230',-0.014
'0:09.235',0.087
'0:09.240',-0.047
'0:09.245',-0.061
'0:09.250',0.087
'0:09.255',0.014
'0:09.260',-0.085
'0:09.265',0.055
'0:09.270',0.075
'0:09.275',-0.074
'0:09.280',-0.003
'0:09.285',0.101
'0:09.290',-0.033
'0:09.295',-0.052
'0:09.300',0.091
'0:09.305',0.018
'0:09.310',-0.086
'0:09.315',0.047
'0:09.320',0.066
'0:09.325',-0.083
'0:09.330',-0.012
'0:09.335',0.094
'0:09.340',-0.038
'0:09.345',-0.063
'0:09.350',0.078
'0:09.355',0.012
'0:09.360',-0.086
'0:09.365',0.047
'0:09.370',0.066
'0:09.375',-0.080
'0:09.380',-0.010
'0:09.385',0.094
'0:09.390',-0.039
'0:09.395',-0.059
'0:09.400',0.089
'0:09.405',0.018
'0:09.410',-0.088
'0:09.415',0.045
'0:09.420',0.067
'0:09.425',-0.081
'0:09.430',-0.010
'0:09.435',0.099
'0:09.440',-0.038
'0:09.445',-0.066
'0:09.450',0.079
'0:09.455',0.010
'0:09.460',-0.094
'0:09.465',0.041
'0:09.470',0.063
'0:09.475',-0.084
'0:09.480',-0.015
'0:09.485',0.093
'0:09.490',-0.037
'0:09.495',-0.061
'0:09.500',0.080
'0:09.505',0.008
'0:09.510',-0.095
'0:09.515',0.042
'0:09.520',0.064
'0:09.525',-0.086
'0:09.530',-0.019
'0:09.535',0.089
'0:09.540',-0.043
'0:09.545',-0.067
'0:09.550',0.082
'0:09.555',0.018
'0:09.560',-0.091
'0:09.565',0.039
'0:09.570',0.065
'0:09.575',-0.081
'0:09.580',-0.012
'0:09.585',0.097
'0:09.590',-0.040
'0:09.595',-0.067
'0:09.600',0.086
'0:09.605',0.024
'0:09.610',-0.085
'0:09.615',0.044
'0:09.620',0.067
'0:09.625',-0.082
'0:09.630',-0.017
'0:09.635',0.092
'0:09.640',-0.039
'0:09.645',-0.064
'0:09.650',0.086
'0:09.655',0.018
'0:09.660',-0.095
'0:09.665',0.037
'0:09.670',0.066
'0:09.675',-0.082
'0:09.680',-0.017
'0:09.685',0.092
'0:09.690',-0.039
'0:09.695',-0.067
'0:09.700',0.079
'0:09.705',0.016
'0:09.710',-0.092
'0:09.715',0.038
'0:09.720',0.069
'0:09.725',-0.078
'0:09.730',-0.019
'0:09.735',0.089
'0:09.740',-0.038
'0:09.745',-0.067
'0:09.750',0.079
'0:09.755',0.018
'0:09.760',-0.089
'0:09.765',0.037
'0:09.770',0.062
'0:09.775',-0.085
'0:09.780',-0.016
'0:09.785',0.099
'0:09.790',-0.035
'0:09.795',-0.069
'0:09.800',0.082
'0:09.805',0.023
'0:09.810',-0.087
'0:09.815',0.041
'0:09.820',0.070
'0:09.825',-0.083
'0:09.830',-0.027
'0:09.835',0.084
'0:09.840',-0.047
'0:09.845',-0.080
'0:09.850',0.076
'0:09.855',0.018
'0:09.860',-0.099
'0:09.865',0.030
'0:09.870',0.063
'0:09.875',-0.083
'0:09.880',-0.018
'0:09.885',0.094
'0:09.890',-0.037
'0:09.895',-0.072
'0:09.900',0.078
'0:09.905',0.022
'0:09.910',-0.094
'0:09.915',0.031
'0:09.920',0.061
'0:09.925',-0.093
'0:09.930',-0.030
'0:09.935',0.108
'0:09.940',0.046
'0:09.945',0.099
'0:09.950',0.311
'0:09.955',0.294
'0:09.960',0.167
'0:09.965',0.170
'0:09.970',0.068
'0:09.975',-0.160
'0:09.980',-0.150
'0:09.985',-0.026
'0:09.990',-0.121
'0:09.995',-0.149
